"mni_no","case_no","booking_no","arresting_agency","booking_date","release_date","bail_type","bail_amt"
"000355804","10CR00171",10000944,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-22 00:00:00,2010-01-22 00:00:00,SUR,1500.00
"000365628","10CR00176",10000947,SHAWNEE P.D.,2010-01-22 00:00:00,2010-01-22 00:00:00,SUR,5000.00
"000595068","10CR00173",10000948,LENEXA P.D.,2010-01-22 00:00:00,2010-01-22 00:00:00,,
"000185324","10CR00107",10000950,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-22 00:00:00,2010-01-25 00:00:00,SUR,7500.00
"000593653","10CR00102",10000954,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-22 00:00:00,2010-01-22 00:00:00,SUR,3500.00
"000490235","09CR03043",10000960,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-22 00:00:00,2010-01-22 00:00:00,SUR,10000.00
"000352555","10CR00157",10000961,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-22 00:00:00,2010-01-22 00:00:00,SUR,5000.00
"000317373","10CR00162",10000967,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-22 00:00:00,2010-07-20 00:00:00,,
"000100232","10CR00116",10000976,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-22 00:00:00,2010-01-23 00:00:00,CA,2500.00
"000540922","10DV00098",10000978,LEAWOOD P.D.,2010-01-22 00:00:00,2010-01-23 00:00:00,SUR,2000.00
"000264327","10CR00101",10000983,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-22 00:00:00,2010-01-23 00:00:00,SUR,10000.00
"000595177","10CR00198",10000986,OLATHE P.D.,2010-01-22 00:00:00,2010-01-23 00:00:00,SUR,3500.00
"000577165","09CR01477",10000988,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-22 00:00:00,2010-01-23 00:00:00,CA,250.00
"000087395","10CR00213",10000999,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-22 00:00:00,2010-05-25 00:00:00,,
"000593256","10CR00135",10001009,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-23 00:00:00,2010-01-23 00:00:00,SUR,1500.00
"000459636","10DV00099",10001010,OVERLAND PARK P.D.,2010-01-23 00:00:00,2010-01-25 00:00:00,PR,2500.00
"000203983","10CR00197",10001011,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-23 00:00:00,2010-01-23 00:00:00,PR,1000.00
"000354598","10DV00097",10001015,OLATHE P.D.,2010-01-23 00:00:00,2010-01-23 00:00:00,PR,1000.00
"000138987","10DV00096",10001022,MERRIAM P.D.,2010-01-23 00:00:00,2010-01-23 00:00:00,SUR,500.00
"000516992","10CR00115",10001027,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-23 00:00:00,2010-01-23 00:00:00,SUR,10000.00
"000304533","10CR00201",10001031,SHAWNEE P.D.,2010-01-23 00:00:00,2010-02-26 00:00:00,,
"000460319","10DV00106",10001032,OLATHE P.D.,2010-01-23 00:00:00,2010-02-28 00:00:00,SUR,2000.00
"000461325","10DV00104",10001033,OLATHE P.D.,2010-01-23 00:00:00,2010-01-25 00:00:00,PR,1500.00
"000595192","10CR00202",10001037,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-23 00:00:00,2010-01-25 00:00:00,PR,2500.00
"000518069","10CR00200",10001048,OLATHE P.D.,2010-01-24 00:00:00,2010-01-27 00:00:00,ORCD,2500.00
"000356993","10DV00100",10001051,OLATHE P.D.,2010-01-24 00:00:00,2010-03-05 00:00:00,SUR,2000.00
"000590018","10CR00204",10001053,OVERLAND PARK P.D.,2010-01-24 00:00:00,2010-02-05 00:00:00,SUR,10000.00
"000429210","10CR00205",10001056,OLATHE P.D.,2010-01-24 00:00:00,2010-01-27 00:00:00,SUR,15000.00
"000595199","10DV00101",10001062,OVERLAND PARK P.D.,2010-01-24 00:00:00,2010-01-25 00:00:00,PR,2500.00
"000595200","10DV00103",10001064,SHAWNEE P.D.,2010-01-24 00:00:00,2010-01-25 00:00:00,PR,1500.00
"000595201","10DV00105",10001069,OVERLAND PARK P.D.,2010-01-24 00:00:00,2010-01-25 00:00:00,PR,1000.00
"000401005","10DV00102",10001075,LENEXA P.D.,2010-01-24 00:00:00,2010-01-29 00:00:00,SUR,5000.00
"000085561","10CR00203",10001076,SHAWNEE P.D.,2010-01-24 00:00:00,2010-04-13 00:00:00,,
"000409566","09CR02133",10001079,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-24 00:00:00,2010-01-28 00:00:00,SUR,7500.00
"000316424","10CR00209",10001081,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-25 00:00:00,2010-02-05 00:00:00,SUR,10000.00
"000535067","10CR00151",10001088,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-25 00:00:00,2010-01-29 00:00:00,SUR,7500.00
"000406361","10CR00127",10001090,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-25 00:00:00,2010-01-25 00:00:00,CA,5000.00
"000425721","10CR00105",10001091,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-25 00:00:00,2010-01-25 00:00:00,SUR,3500.00
"000175002","10CR00210",10001101,OLATHE P.D.,2010-01-25 00:00:00,2010-02-07 00:00:00,SUR,5000.00
"000302276","10CR00154",10001108,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-25 00:00:00,2010-01-27 00:00:00,SUR,3500.00
"000422920","10CR00206",10001113,PRAIRIE VILLAGE P.D.,2010-01-25 00:00:00,2010-01-26 00:00:00,SUR,10000.00
"000560517","10CR00208",10001116,PRAIRIE VILLAGE P.D.,2010-01-25 00:00:00,2010-01-26 00:00:00,SUR,10000.00
"000595273","10DV00108",10001118,OLATHE P.D.,2010-01-25 00:00:00,2010-01-26 00:00:00,PR,1000.00
"000350194","09CR02918",10001119,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-25 00:00:00,2010-05-04 00:00:00,PR,10000.00
"000535908","10CR00211",10001123,OVERLAND PARK P.D.,2010-01-25 00:00:00,2010-01-27 00:00:00,SUR,1500.00
"000565622","09DV01242",10001126,OVERLAND PARK P.D.,2010-01-25 00:00:00,2010-01-27 00:00:00,SUR,2500.00
"000572493","10DV00109",10001132,SHAWNEE P.D.,2010-01-26 00:00:00,2010-03-22 00:00:00,PR,5000.00
"000595279","10DV00107",10001134,LENEXA P.D.,2010-01-26 00:00:00,2010-01-26 00:00:00,PR,1000.00
"000454054","10DV00079",10001142,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-26 00:00:00,2010-01-26 00:00:00,SUR,1000.00
"000444644","10DV00115",10001143,OVERLAND PARK P.D.,2010-01-26 00:00:00,2010-01-27 00:00:00,PR,2000.00
"000510591","10CR00125",10001144,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-26 00:00:00,2010-01-26 00:00:00,CA,1500.00
"000148109","10CR00071",10001145,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-26 00:00:00,2010-01-27 00:00:00,SUR,10000.00
"000439805","09DV01638",10001147,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-26 00:00:00,2010-01-29 00:00:00,SUR,3500.00
"000434203","10CR00078",10001148,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-26 00:00:00,2010-02-09 00:00:00,PR,2500.00
"000275513","09CR03143",10001149,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-26 00:00:00,2010-01-27 00:00:00,PR,1000.00
"000594610","10DV00092",10001156,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-26 00:00:00,2010-01-26 00:00:00,CA,1000.00
"000588095","09CR02427",10001162,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-26 00:00:00,2010-02-25 00:00:00,,
"000149552","10CR00169",10001167,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-26 00:00:00,2010-02-11 00:00:00,SUR,20000.00
"000190110","10CR00060",10001169,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-26 00:00:00,2010-03-30 00:00:00,PR,5000.00
"000595372","10DV00116",10001172,OLATHE P.D.,2010-01-26 00:00:00,2010-01-27 00:00:00,SUR,3500.00
"000442289","10CR00112",10001180,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-26 00:00:00,2010-01-27 00:00:00,SUR,7500.00
"000592375","09DV01665",10001185,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-27 00:00:00,2010-01-27 00:00:00,CA,1000.00
"000201162","10CR00226",10001186,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-27 00:00:00,2010-02-04 00:00:00,ORCD,2500.00
"000293277","10CR00225",10001188,LENEXA P.D.,2010-01-27 00:00:00,2010-01-27 00:00:00,SUR,25000.00
"000260375","10CR00224",10001190,OLATHE P.D.,2010-01-27 00:00:00,2010-07-20 00:00:00,SUR,10000.00
"000588601","09CR02483",10001194,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-27 00:00:00,2010-10-19 00:00:00,,
"000592991","10CR00108",10001197,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-27 00:00:00,2010-01-27 00:00:00,CA,1500.00
"000571123","10CR00158",10001200,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-27 00:00:00,2010-06-23 00:00:00,,
"000046586","10CR00222",10001201,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-27 00:00:00,2010-04-26 00:00:00,,
"000415894","10CR00160",10001202,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-27 00:00:00,2010-03-02 00:00:00,PR,10000.00
"000586102","10CR00051",10001204,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-27 00:00:00,2010-01-31 00:00:00,SUR,25000.00
"000592881","10CR00050",10001206,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-27 00:00:00,2010-01-27 00:00:00,SUR,25000.00
"000166262","10CR00237",10001209,MISSION P.D.,2010-01-27 00:00:00,2010-01-28 00:00:00,CA,2500.00
"000284796","10CR00217",10001210,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-27 00:00:00,2010-01-27 00:00:00,SUR,5000.00
"000590825","10CR00185",10001215,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-27 00:00:00,2010-01-27 00:00:00,SUR,500.00
"000053935","10CR00234",10001216,OVERLAND PARK P.D.,2010-01-27 00:00:00,2011-01-18 00:00:00,,
"000593568","10DV00077",10001218,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-27 00:00:00,2010-01-27 00:00:00,PR,1500.00
"000514630","10CR00134",10001219,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-27 00:00:00,2010-01-27 00:00:00,SUR,3500.00
"000396387","10CR00183",10001220,WESTWOOD P.D.,2010-01-27 00:00:00,2011-02-10 00:00:00,,
"000477179","09CR03156",10001222,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-27 00:00:00,2010-01-27 00:00:00,SUR,1000.00
"000548536","10CR00120",10001225,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-27 00:00:00,2010-01-27 00:00:00,SUR,3500.00
"000466784","10CR00720",10001231,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-27 00:00:00,2010-09-09 00:00:00,,
"000595449","10CR00236",10001232,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-28 00:00:00,2010-01-28 00:00:00,PR,2000.00
"000554082","10DV00119",10001234,OLATHE P.D.,2010-01-28 00:00:00,2010-01-28 00:00:00,PR,1500.00
"000595451","10DV00118",10001238,OVERLAND PARK P.D.,2010-01-28 00:00:00,2010-01-28 00:00:00,ORCD,1000.00
"000592935","09CR03005",10001268,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-28 00:00:00,2010-04-23 00:00:00,PR,20000.00
"000103319","10CR00245",10001271,OLATHE P.D.,2010-01-28 00:00:00,2010-03-30 00:00:00,PR,10000.00
"000480548","10CR00243",10001272,SHAWNEE P.D.,2010-01-28 00:00:00,2010-03-02 00:00:00,PR,7500.00
"000452329","10DV00120",10001285,OLATHE P.D.,2010-01-28 00:00:00,2010-03-09 00:00:00,,
"000253538","10CR00242",10001287,OVERLAND PARK P.D.,2010-01-29 00:00:00,2010-01-29 00:00:00,SUR,2000.00
"000554246","10CR00247",10001289,OVERLAND PARK P.D.,2010-01-29 00:00:00,2010-01-29 00:00:00,,
"000595509","10CR00246",10001297,OVERLAND PARK P.D.,2010-01-29 00:00:00,2010-01-30 00:00:00,SUR,1500.00
"000519378","10CR00244",10001300,OLATHE P.D.,2010-01-29 00:00:00,2010-01-29 00:00:00,SUR,2000.00
"000273969","10CR00080",10001304,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-29 00:00:00,2010-01-29 00:00:00,SUR,3500.00
"000417176","10DV00112",10001315,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-29 00:00:00,2010-01-29 00:00:00,SUR,5000.00
"000063707","10CR00216",10001319,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-29 00:00:00,2010-01-30 00:00:00,SUR,3500.00
"000070042","10CR00161",10001326,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-29 00:00:00,2011-06-07 00:00:00,,
"000002318","10CR00249",10001328,MERRIAM P.D.,2010-01-29 00:00:00,2010-01-30 00:00:00,SUR,2500.00
"000576989","10CR00248",10001334,OVERLAND PARK P.D.,2010-01-29 00:00:00,2010-02-01 00:00:00,PR,5000.00
"000541906","10DV00124",10001338,SHAWNEE P.D.,2010-01-29 00:00:00,2010-02-16 00:00:00,,
"000529828","10DV00123",10001353,OLATHE P.D.,2010-01-30 00:00:00,2010-01-30 00:00:00,PR,1000.00
"000023282","10DV00121",10001359,OVERLAND PARK P.D.,2010-01-30 00:00:00,2010-02-01 00:00:00,SUR,1000.00
"000528866","10DV00122",10001361,OLATHE P.D.,2010-01-30 00:00:00,2010-01-30 00:00:00,PR,1000.00
"000541510","10CR00117",10001363,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-30 00:00:00,2010-01-30 00:00:00,SUR,5000.00
"000595579","10DV00132",10001366,OLATHE P.D.,2010-01-30 00:00:00,2010-02-01 00:00:00,PR,2000.00
"000442338","10CR00250",10001367,PRAIRIE VILLAGE P.D.,2010-01-30 00:00:00,2010-02-03 00:00:00,SUR,25000.00
"000595580","10DV00125",10001369,PRAIRIE VILLAGE P.D.,2010-01-30 00:00:00,2010-02-01 00:00:00,PR,2000.00
"000075968","10CR00280",10001373,OVERLAND PARK P.D.,2010-01-31 00:00:00,2010-03-29 00:00:00,,
"000095130","10CR00281",10001374,OVERLAND PARK P.D.,2010-01-31 00:00:00,2010-02-11 00:00:00,SUR,2500.00
"000401910","10CR02419",10001375,OVERLAND PARK P.D.,2010-01-31 00:00:00,2011-02-28 00:00:00,,
"000542246","10CR00279",10001376,OVERLAND PARK P.D.,2010-01-31 00:00:00,2010-05-18 00:00:00,,
"000540922","10DV00134",10001382,LEAWOOD P.D.,2010-01-31 00:00:00,2010-06-26 00:00:00,,
"000595584","10DV00126",10001386,LENEXA P.D.,2010-01-31 00:00:00,2010-02-04 00:00:00,SUR,5000.00
"000595585","10DV00129",10001387,LENEXA P.D.,2010-01-31 00:00:00,2010-02-01 00:00:00,PR,1000.00
"000398499","10DV00128",10001390,MISSION P.D.,2010-01-31 00:00:00,2010-02-01 00:00:00,SUR,1000.00
"000076227","10CR00283",10001395,SHAWNEE P.D.,2010-01-31 00:00:00,2010-02-02 00:00:00,CA,2500.00
"000406604","10DV00127",10001396,LENEXA P.D.,2010-01-31 00:00:00,2010-02-01 00:00:00,PR,2000.00
"000595592","10CR00253",10001398,OVERLAND PARK P.D.,2010-01-31 00:00:00,2010-02-01 00:00:00,SUR,3500.00
"000205835","10DV00154",10001400,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-31 00:00:00,2010-02-18 00:00:00,PR,3500.00
"000595593","10CR00254",10001401,SHAWNEE P.D.,2010-01-31 00:00:00,2010-02-01 00:00:00,SUR,1500.00
"000415146","09CR01896",10001404,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-31 00:00:00,2010-04-26 00:00:00,SUR,2500.00
"000092958","10CR00287",10001405,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-31 00:00:00,2010-02-03 00:00:00,SUR,3500.00
"000595594","10DV00133",10001406,OLATHE P.D.,2010-01-31 00:00:00,2010-02-01 00:00:00,PR,2000.00
"000301142","10CR00239",10001407,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-31 00:00:00,2010-01-31 00:00:00,SUR,25000.00
"000498610","10DV00131",10001408,OLATHE P.D.,2010-01-31 00:00:00,2010-02-01 00:00:00,PR,1000.00
"000267775","10CR00252",10001411,SPRING HILL P.D.,2010-01-31 00:00:00,2010-02-02 00:00:00,SUR,10000.00
"000047567","10CR00251",10001414,PRAIRIE VILLAGE P.D.,2010-01-31 00:00:00,2010-02-01 00:00:00,SUR,3500.00
"000447184","10CR00113",10001416,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-01-31 00:00:00,2010-02-13 00:00:00,SUR,2000.00
"000200704","10DV00138",10001418,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-01 00:00:00,2010-05-17 00:00:00,SUR,1500.00
"000595598","10DV00130",10001419,OVERLAND PARK P.D.,2010-02-01 00:00:00,2010-02-01 00:00:00,PR,2000.00
"000495048","10CR00285",10001423,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-01 00:00:00,2010-04-08 00:00:00,PR,1000.00
"000439315","10DV00058",10001425,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-01 00:00:00,2010-02-01 00:00:00,CA,1000.00
"000594216","10CR00241",10001428,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-01 00:00:00,2010-02-02 00:00:00,CA,25000.00
"000595722","10DV00135",10001447,SHAWNEE P.D.,2010-02-01 00:00:00,2010-02-02 00:00:00,PR,1500.00
"000482183","10DV00095",10001448,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-01 00:00:00,2010-02-02 00:00:00,SUR,2500.00
"000485699","10DV00137",10001449,SHAWNEE P.D.,2010-02-01 00:00:00,2010-03-16 00:00:00,,
"000125258","09DV01072",10001450,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-01 00:00:00,2010-02-03 00:00:00,PR,1000.00
"000595725","10CR00286",10001451,SHAWNEE P.D.,2010-02-02 00:00:00,2010-02-02 00:00:00,PR,2500.00
"000595726","10DV00136",10001453,MISSION P.D.,2010-02-02 00:00:00,2010-02-02 00:00:00,PR,1500.00
"000466170","10CR00284",10001455,SHAWNEE P.D.,2010-02-02 00:00:00,2010-08-03 00:00:00,,
"000437525","10DV00086",10001458,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-02 00:00:00,2010-02-03 00:00:00,SUR,7500.00
"000371549","10CR00221",10001460,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-02 00:00:00,2010-02-02 00:00:00,SUR,3500.00
"000120271","10CR00024",10001463,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-02 00:00:00,2010-02-02 00:00:00,CA,3000.00
"000345486","10DV00110",10001470,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-02 00:00:00,2010-02-02 00:00:00,SUR,1500.00
"000184000","10CR00059",10001473,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-02 00:00:00,2010-02-22 00:00:00,SUR,3500.00
"000587866","09CR02335",10001474,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-02 00:00:00,2010-02-03 00:00:00,SUR,10000.00
"000590152","10CR00220",10001485,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-02 00:00:00,2010-02-03 00:00:00,SUR,10000.00
"000205235","10CR00290",10001488,OLATHE P.D.,2010-02-02 00:00:00,2010-07-20 00:00:00,,
"000595815","10CR00291",10001492,OVERLAND PARK P.D.,2010-02-02 00:00:00,2010-02-06 00:00:00,SUR,3500.00
"000595816","10DV00140",10001493,OLATHE P.D.,2010-02-02 00:00:00,2010-02-08 00:00:00,PR,2000.00
"000082713","10DV00139",10001497,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-03 00:00:00,2010-02-03 00:00:00,PR,3000.00
"000146066","10CR00289",10001503,LENEXA P.D.,2010-02-03 00:00:00,2010-06-01 00:00:00,,
"000590323","10CR00178",10001505,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-03 00:00:00,2010-02-03 00:00:00,SUR,10000.00
"000433628","10CR00129",10001507,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-03 00:00:00,2010-02-11 00:00:00,SUR,100000.00
"000287081","10CR00179",10001508,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-03 00:00:00,2010-02-05 00:00:00,SUR,10000.00
"000093335","10CR00274",10001511,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-03 00:00:00,2010-02-08 00:00:00,SUR,10000.00
"000535111","09CR03045",10001523,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-03 00:00:00,2010-08-03 00:00:00,,
"000357023","10CR00181",10001527,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-03 00:00:00,2010-02-04 00:00:00,SUR,3500.00
"000588703","09CR02459",10001536,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-03 00:00:00,2010-02-04 00:00:00,CA,250.00
"000545125","10CR00278",10001538,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-03 00:00:00,2010-02-04 00:00:00,SUR,1000.00
"000476608","10CR00353",10001542,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-03 00:00:00,2010-04-06 00:00:00,,
"000118374","10CR00264",10001545,OVERLAND PARK P.D.,2010-02-04 00:00:00,2010-02-04 00:00:00,SUR,3500.00
"000466265","10CR00124",10001552,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-04 00:00:00,2010-02-04 00:00:00,SUR,2500.00
"000258711","10DV00151",10001555,OVERLAND PARK P.D.,2010-02-04 00:00:00,2010-02-05 00:00:00,PR,2500.00
"000372879","10CR00133",10001558,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-04 00:00:00,2010-02-04 00:00:00,SUR,5000.00
"000380113","10DV00149",10001561,MERRIAM P.D.,2010-02-04 00:00:00,2010-02-08 00:00:00,SUR,5000.00
"000398300","10CR00305",10001584,OVERLAND PARK P.D.,2010-02-04 00:00:00,2010-02-05 00:00:00,SUR,2500.00
"000417578","10CR00177",10001587,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-04 00:00:00,2010-02-04 00:00:00,CA,3500.00
"000146629","10CR00219",10001589,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-04 00:00:00,2010-02-05 00:00:00,SUR,2500.00
"000108756","10CR00156",10001593,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-04 00:00:00,2010-02-05 00:00:00,SUR,3500.00
"000566322","10CR00257",10001598,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-04 00:00:00,2010-02-05 00:00:00,SUR,10000.00
"000338352","10CR00258",10001602,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-04 00:00:00,2010-02-05 00:00:00,SUR,10000.00
"000595969","10DV00152",10001609,OVERLAND PARK P.D.,2010-02-05 00:00:00,2010-02-05 00:00:00,PR,1500.00
"000329237","10DV00148",10001611,OVERLAND PARK P.D.,2010-02-05 00:00:00,2010-02-05 00:00:00,PR,1000.00
"000440204","10DV00150",10001618,OLATHE P.D.,2010-02-05 00:00:00,2010-02-05 00:00:00,SUR,2000.00
"000442158","10CR00304",10001619,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-05 00:00:00,2010-06-04 00:00:00,,
"000593441","10CR00182",10001621,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-05 00:00:00,2010-06-07 00:00:00,,
"000547138","10CR00180",10001623,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-05 00:00:00,2010-02-05 00:00:00,SUR,3500.00
"000494689","10CR00153",10001626,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-05 00:00:00,2010-02-05 00:00:00,SUR,10000.00
"000502015","10DV00155",10001629,OVERLAND PARK P.D.,2010-02-05 00:00:00,2010-02-06 00:00:00,SUR,3000.00
"000384136","10CR00360",10001633,SHAWNEE P.D.,2010-02-05 00:00:00,2010-06-29 00:00:00,PR,5000.00
"000389858","10CR00308",10001638,OLATHE P.D.,2010-02-05 00:00:00,2010-02-06 00:00:00,SUR,1000.00
"000596067","10CR00311",10001643,ROELAND PARK P.D.,2010-02-05 00:00:00,2010-02-06 00:00:00,GPS,2500.00
"000596068","10DV00156",10001646,OVERLAND PARK P.D.,2010-02-05 00:00:00,2010-02-06 00:00:00,SUR,2500.00
"000127405","10CR00275",10001649,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-05 00:00:00,2010-02-09 00:00:00,SUR,5000.00
"000538852","10DV00157",10001650,OLATHE P.D.,2010-02-05 00:00:00,2010-02-09 00:00:00,SUR,1500.00
"000461085","04DV01675",10001659,OVERLAND PARK P.D.,2010-02-05 00:00:00,2010-02-06 00:00:00,CA,500.00
"000072490","10CR00309",10001662,OLATHE P.D.,2010-02-05 00:00:00,2010-02-07 00:00:00,SUR,3500.00
"000263146","10CR00310",10001680,OLATHE P.D.,2010-02-06 00:00:00,2010-02-06 00:00:00,SUR,5000.00
"000462063","10DV00158",10001683,MISSION P.D.,2010-02-06 00:00:00,2010-02-06 00:00:00,GPS,1000.00
"000566640","10CR00306",10001686,OLATHE P.D.,2010-02-06 00:00:00,2010-02-06 00:00:00,SUR,1500.00
"000445792","10CR00320",10001688,LENEXA P.D.,2010-02-06 00:00:00,2010-02-08 00:00:00,SUR,5000.00
"000079506","10CR00259",10001691,OLATHE P.D.,2010-02-06 00:00:00,2010-06-22 00:00:00,,
"000417594","10CR00152",10001692,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-06 00:00:00,2010-02-06 00:00:00,SUR,5000.00
"000473617","09CR00174",10001695,OTHER AGENCY,2010-02-06 00:00:00,2010-03-08 00:00:00,SUR,3000.00
"000586583","09CR03134",10001696,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-06 00:00:00,2010-02-06 00:00:00,SUR,2500.00
"000081221","10CR00261",10001697,OLATHE P.D.,2010-02-06 00:00:00,2010-02-08 00:00:00,SUR,10000.00
"000594778","10CR00292",10001698,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-06 00:00:00,2010-02-06 00:00:00,SUR,3500.00
"000167229","10CR00322",10001699,OVERLAND PARK P.D.,2010-02-06 00:00:00,2010-06-02 00:00:00,PR,15000.00
"000109653","10CR00268",10001702,OLATHE P.D.,2010-02-06 00:00:00,2010-02-06 00:00:00,SUR,3500.00
"000068030","10CR00324",10001704,OVERLAND PARK P.D.,2010-02-06 00:00:00,2010-10-17 00:00:00,,
"000312009","10CR00323",10001705,OVERLAND PARK P.D.,2010-02-06 00:00:00,2010-02-23 00:00:00,SUR,25000.00
"000335660","10CR00391",10001709,JOHNSON COUNTY SHERIFF'S DEPARTMENT,2010-02-07 00:00:00,2010-12-07 00:00:00,,
"000588064","10DV00160",10001710,OLATHE P.D.,2010-02-07 00:00:00,2010-03-10 00:00:00,,
